,NUM_BO,RUBRICA,ANO,MES,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE
146791,6476,"Drogas sem autorização ou em desacordo (Art.33, caput)",2016,11,OSASCO                                  ,RUA LEONARDO RODRIGUES NOGUEIRA FILHO   ,533,-23.55647415,-46.811268
724288,193471,Furto (art. 155),2016,2,S.PAULO                                 ,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES   ,2229,-23.50718662,-46.71165267
275996,2283,Furto (art. 155),2016,5,MOGI DAS CRUZES                         ,RUA FABIO JUNGERS                       ,427,-23.54570955,-46.23705957
682458,1483,Lesão corporal (art 129 § 9º),2016,12,EMBU DAS ARTES                          ,RUA BAHIA                               ,253,-23.64260654,-46.852013899999996
176297,816621,Roubo (art. 157),2016,6,S.PAULO                                 ,AVENIDA ERNESTO IGEL                    ,0,-23.51774472,-46.72824006
192735,2209,A.I.-Lesão corporal (art. 129),2016,2,S.PAULO                                 ,RUA DOUTOR DURVAL VILALVA               ,547,-23.49884622,-46.40110159
198564,1879,Roubo (art. 157),2016,4,S.PAULO                                 ,AVENIDA MARGINAL TIETE CENTRAL          ,13500,-23.50806924,-46.7054112
240243,628,Roubo (art. 157),2016,2,S.PAULO                                 ,AVENIDA ELISIO TEIXEIRA LEITE           ,6300,-23.4474092,-46.71704741
290473,1459,Roubo (art. 157),2016,4,POA                                     ,RUA DOUTOR MIGUEL COUTO                 ,37,-23.52878734,-46.34800046
726396,1495860,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA COMENDADOR SANTANNA             ,634,-23.67088115,-46.77283685
411041,150346,Furto (art. 155),2016,2,S.PAULO                                 ,Rua Abrao Calil Rezek                   ,91,-23.59707238,-46.73432602
171716,2956,Furto (art. 155),2016,9,S.ANDRE                                 ,RUA DOS DOMINICANOS                     ,44,-23.70432378,-46.50291122
59478,1362,Roubo (art. 157),2016,2,S.PAULO                                 ,RUA NELSON TARTUCCE                     ,498,-23.53853239,-46.48303627
63008,1344358,Roubo (art. 157),2016,10,S.PAULO                                 ,Avenida das Nações Unidas               ,7062,-23.562962,-46.70397839
208339,744216,Furto (art. 155),2016,6,S.PAULO                                 ,RUA DOMINGOS PAIVA                      ,224,-23.54816549,-46.61487652
47452,3601,"Furto qualificado (art. 155, §4o.)",2016,4,S.PAULO                                 ,RUA CONCEICAO DA BREJAUBA               ,464,-23.52008218,-46.50604651
79066,652,Furto (art. 155),2016,2,S.PAULO                                 ,RUA AUGUSTA                             ,50,-23.55031044,-46.64716753
155497,5512,Furto (art. 155),2016,6,S.PAULO                                 ,RUA PIRES PIMENTEL                      ,50,-23.58745213,-46.58338185
766833,6113,A.I.-Roubo (art. 157),2016,12,DIADEMA                                 ,AVENIDA CASA GRANDE                     ,1,-23.69257474,-46.58363501
584055,7571,Furto (art. 155),2016,8,S.PAULO                                 ,RUA DOS MARAPES                         ,220,-23.654174800000003,-46.64825363
6331,1614733,Furto (art. 155),2016,12,S.PAULO                                 ,RUA FLORENVILLE                         ,81,-23.66335287,-46.70893319
310614,960,Furto (art. 155),2016,3,S.PAULO                                 ,RUA PROFESSOR ANTONIO SAMPAIO DORIA     ,152,-23.59044948,-46.49357118
683654,760,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA CABO VERDE                          ,248,-23.60536686,-46.67724214
678576,709,Lesão corporal (art. 129),2016,1,DIADEMA                                 ,RUA GÁSPAR RICARDO                      ,1,-23.69097995,-46.62975069
598343,656964,Roubo (art. 157),2016,4,S.PAULO                                 ,AVENIDA SAO MIGUEL                      ,0,-23.499106100000002,-46.467747100000004
102763,6197,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA MOACI                           ,0,-23.60875571,-46.66717788
611861,1193779,Roubo (art. 157),2016,9,S.ANDRE                                 ,RUA ANTUERPIA                           ,0,-23.6200413,-46.53468464
14721,7684,"A.I.-Drogas sem autorização ou em desacordo (Art.33, caput)",2016,8,S.PAULO                                 ,RUA COSTA DO MARFIM                     ,18,-23.68316677,-46.77494535
521810,20042,Furto (art. 155),2016,6,S.PAULO                                 ,AVENIDA LEAO MACHADO                    ,100,-23.54806444,-46.75655375
307124,6639,Furto (art. 155),2016,12,S.PAULO                                 ,PRAÇA NOVA AMERICA                      ,0,-23.64057871,-46.63658514
568713,3822,Lesão corporal (art. 129),2016,12,S.PAULO                                 ,AVENIDA MORVAN DIAS DE FIGUEREDO        ,4200,-23.5275592,-46.59278846
521855,750,Lesão corporal (art. 129),2016,4,S.PAULO                                 ,RUA NILZA                               ,672,-23.52327555,-46.52158535
63109,4689,Roubo (art. 157),2016,5,S.PAULO                                 ,RUA PUTUMUJU                            ,0,-23.54059674,-46.70460894
734767,6457,Lesão corporal (art. 129),2016,9,S.PAULO                                 ,RUA CAJURU                              ,362,-23.54340899,-46.60021313
311770,1187495,Roubo (art. 157),2016,9,S.PAULO                                 ,AVENIDA INDIANOPOLIS                    ,0,-23.6156313,-46.64951386
70802,1356320,Roubo (art. 157),2016,10,S.PAULO                                 ,LARGO SAO FRANCISCO                     ,95,-23.54949289,-46.63722143
667940,4301,Roubo (art. 157),2016,8,SUZANO                                  ,RUA GENERAL FRANCISCO GLICÉRIO          ,0,-23.53463038,-46.30803963
447795,125056,Furto (art. 155),2016,1,S.PAULO                                 ,AVENIDA SANTA MARINA                    ,296,-23.52199292,-46.68722779
447564,1679,Furto (art. 155),2016,5,S.PAULO                                 ,RUA DOMINGOS DE MORAIS                  ,1581,-23.59026636,-46.63521708
507040,180804,Furto (art. 155),2016,2,S.PAULO                                 ,AVENIDA ANACE                           ,800,-23.61837877,-46.75676312
103101,2599,Furto (art. 155),2016,3,S.PAULO                                 ,RUA DOMIZIANO ROSSI                     ,602,-23.59978238,-46.47600595
456938,5688,"Furto qualificado (art. 155, §4o.)",2016,12,S.PAULO                                 ,RUA ZAMBEZE                             ,357,-23.54595059,-46.53554606
433286,300700,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA BENEDITA DORNELLAS CLARO            ,500,-23.51576733,-46.57466583
191859,2862,Furto (art. 155),2016,7,S.PAULO                                 ,RUA MARACA                              ,234,-23.634863100000004,-46.63870764
179484,3949,Roubo (art. 157),2016,7,POA                                     ,RUA VEREADOR JOSÉ DOS SANTOS LIMA       ,87,-23.52261966,-46.3400322
8497,1596,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,2,S.PAULO                                 ,AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS ,1278,-23.57904852,-46.74535354
403251,112434,Furto (art. 155),2016,1,OSASCO                                  ,AVENIDA FRANZ VOEGELI                   ,577,-23.54106669,-46.76234618
257515,1230,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,5,DIADEMA                                 ,AVENIDA PRESIDENTE JUSCELINO            ,0,-23.68069981,-46.59561919
588488,1223,Roubo (art. 157),2016,3,MOGI DAS CRUZES                         ,AVENIDA ALEXANDRINA                     ,0,-23.54589053,-46.225367
595724,5145,Roubo (art. 157),2016,9,OSASCO                                  ,AVENIDA VÍTOR CIVITA                    ,548,-23.58327859,-46.80129132
760498,1107,Lesão corporal (art 129 § 9º),2016,7,GUARULHOS                               ,RUA TAMBORIU                            ,216,-23.45599791,-46.45892147
36538,256,Furto (art. 155),2016,1,OSASCO                                  ,RUA IDA TRONOLONI BOZI                  ,144,-23.53461637,-46.78351429
186751,1035,Furto (art. 155),2016,6,MAUA                                    ,AVENIDA BRASIL                          ,3000,-23.69517394,-46.4451811
713317,7966,Lesão corporal (art. 129),2016,12,S.ANDRE                                 ,AVENIDA VALENTIM MAGALHÃES              ,0,-23.669987300000003,-46.50166148
265262,8285,Roubo (art. 157),2016,10,S.PAULO                                 ,RUA BOTAFOGO                            ,38,-23.47168749,-46.67828145
388749,939,Furto (art. 155),2016,3,EMBU                                    ,ESTRADA DO JAPONES                      ,550,-23.6452155,-46.91051496
311551,1083641,Furto (art. 155),2016,8,S.PAULO                                 ,RUA VICTORIO LAZZARI                    ,100,-23.54636513,-46.45297612
616571,3385,Furto (art. 155),2016,9,S.PAULO                                 ,RUA FRANCISCO LOPES PINTO               ,75,-23.65520479,-46.67583102
119326,319775,Furto (art. 155),2016,3,S.PAULO                                 ,RUA AFONSO CELSO                        ,235,-23.59296435,-46.63520932
406315,840046,Roubo (art. 157),2016,7,S.BERNARDO DO CAMPO                     ,RUA ENGENHEIRO ISAAC GARCÊS             ,629,-23.66634635,-46.56784483
457807,683409,Roubo (art. 157),2016,5,S.PAULO                                 ,RUA EGYDIO MARTINS DA COSTA             ,253,-23.62527513,-46.75127265
273411,794,Furto (art. 155),2016,2,S.PAULO                                 ,RUA DOS CAJUEIROS                       ,0,-23.6439237,-46.64475801
175534,2272,Roubo (art. 157),2016,5,DIADEMA                                 ,RUA BERLIM                              ,99,-23.67796911,-46.61195797
7009,1837,Furto (art. 155),2016,9,MAUA                                    ,RUA ADÁLIAS                             ,10,-23.70105464,-46.45453584
119479,8240,Roubo (art. 157),2016,11,ITAQUAQUECETUBA                         ,ESTRADA VALTER DA SILVA COSTA           ,1311,-23.47707221,-46.36616706
609181,678587,Furto (art. 155),2016,5,S.PAULO                                 ,RUA AUGUSTA                             ,1662,-23.55813134,-46.66023824
37148,1368598,Furto (art. 155),2016,10,S.CAETANO DO SUL                        ,RUA RIBEIRÃO PRETO                      ,65,-23.62611626,-46.55891877
100300,12460,Roubo (art. 157),2016,12,TABOAO DA SERRA                         ,RODOVIA BR 116                          ,65,-23.60891957,-46.7572968
634140,4047,Roubo (art. 157),2016,6,S.PAULO                                 ,RUA INACIO DE ARAUJO                    ,223,-23.54465316,-46.60689823
656453,815341,Roubo (art. 157),2016,6,S.PAULO                                 ,rua elza dos anjos                      ,10,-23.507959399999997,-46.59789917
17341,382001,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA BARDANA                             ,89,-23.51291131,-46.44815857
639778,6421,Lesão corporal (art 129 § 9º),2016,8,S.PAULO                                 ,RUA ARROIO SANTO ANTONIO                ,60,-23.57171874,-46.40069192
183535,1289346,Furto (art. 155),2016,10,S.PAULO                                 ,AVENIDA PACAEMBU                        ,33,-23.53426634,-46.66218504
238956,1453747,Roubo (art. 157),2016,11,S.PAULO                                 ,RUA ALOANDIA                            ,197,-23.52906623,-46.48542632
727352,1275,"Furto qualificado (art. 155, §4o.)",2016,6,S.PAULO                                 ,RUA GUENTER                             ,157,-23.57859572,-46.54678133
124589,463163,Roubo (art. 157),2016,4,S.PAULO                                 ,RUA MONTEIRO DE MELO                    ,50,-23.52737031,-46.70341824
6563,3228,Lesão corporal (art 129 § 9º),2016,3,S.PAULO                                 ,RUA MARIA CELIA CORREA                  ,13,-23.51709596,-46.38879468
592257,1310253,Roubo (art. 157),2016,10,S.PAULO                                 ,RUA PADRE ANTAO JORGE                   ,0,-23.52154682,-46.43981137
663599,1357811,Furto (art. 155),2016,10,S.PAULO                                 ,AVENIDA DOUTOR ASSIS RIBEIRO            ,4777,-23.49485141,-46.50830764
66192,1519,Furto (art. 155),2016,8,OSASCO                                  ,RUA ÁGUAS DE SÃO PEDRO                  ,252,-23.51321966,-46.77646815
181230,3346,Roubo (art. 157),2016,8,FRANCISCO MORATO                        ,RUA VIRGÍLIO MARTINS DE OLIVEIRA        ,650,-23.28078235,-46.7494217
670231,1332,Furto (art. 155),2016,5,S.PAULO                                 ,AVENIDA OTAVIANO ALVES DE LIMA          ,1824,-23.51334639,-46.67362508
273759,501,"Furto qualificado (art. 155, §4o.)",2016,3,S.PAULO                                 ,RUA DO GLICERIO                         ,10,-23.55270939,-46.62748196
654908,438,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA EURIPEDES                           ,104,-23.65713764,-46.63755253
608302,8047,"Furto qualificado (art. 155, §4o.)",2016,8,S.PAULO                                 ,AVENIDA BARAO DE ALAGOAS                ,251,-23.49840501,-46.39592573
649885,945389,Roubo (art. 157),2016,7,S.PAULO                                 ,RUA JOSE ALVES DOS SANTOS               ,0,-23.53877265,-46.46163629
577013,269497,Roubo (art. 157),2016,2,S.PAULO                                 ,RUA TOSHIO YOSHIDA                      ,3,-23.48423781,-46.38036209
426631,1149,Furto (art. 155),2016,1,S.PAULO                                 ,RUA PROFESSOR DELGADO DE CARVALHO       ,118,-23.65460672,-46.7000823
768825,6497,Roubo (art. 157),2016,12,TABOAO DA SERRA                         ,RUA CHICÓ MENDES                        ,45,-23.62665467,-46.80875808
244542,4884,Lesão corporal (art. 129),2016,7,S.PAULO                                 ,RUA COMANDANTE TAYLOR                   ,800,-23.60127031,-46.59579903
331504,1063472,Roubo (art. 157),2016,8,S.ANDRE                                 ,RUA CISPLATINA                          ,100,-23.67308337,-46.51032215
252071,4012,"Furto qualificado (art. 155, §4o.)",2016,12,S.PAULO                                 ,RUA LAUDELINO DE ABREU                  ,251,-23.57170667,-46.75548643
471885,1652,Roubo (art. 157),2016,4,POA                                     ,RUA GUARAPARI                           ,0,-23.51534092,-46.33458534
705324,314042,Roubo (art. 157),2016,3,S.PAULO                                 ,AVENIDA FLAMINGO                        ,1402,-23.51839855,-46.41833701
100155,2182,Lesão corporal (art 129 § 9º),2016,9,S.PAULO                                 ,RUA ISABEL DE OLIVEIRA                  ,12,-23.72487979,-46.785739899999996
304610,31485,Furto (art. 155),2016,10,GUARULHOS                               ,RUA PROFESSOR FERREIRA PAULINO          ,233,-23.48295893,-46.54511514
568297,18554,Furto (art. 155),2016,6,MOGI DAS CRUZES                         ,RUA VEREADOR JOSE SILVEIRA              ,517,-23.53544696,-46.19099059
182611,10201,Roubo (art. 157),2016,10,S.PAULO                                 ,RUA URBANO LOPES                        ,64,-23.48761744,-46.65775456
333140,202,Lesão corporal (art. 129),2016,2,S.PAULO                                 ,RUA FERNANDEZ CABALERO                  ,24,-23.4500879,-46.74456024
396626,1580637,Roubo (art. 157),2016,12,S.PAULO                                 ,AVENIDA CHICA LUISA                     ,0,-23.45361037,-46.75381309
533617,2919,Roubo (art. 157),2016,7,S.PAULO                                 ,AVENIDA DOUTOR ADOLPHO PINTO            ,109,-23.52968798,-46.66588873
187569,1175350,Roubo (art. 157),2016,9,S.PAULO                                 ,Rua Ângelo Jose Ribeiro                 ,149,-23.79217354,-46.73305357
601014,2222,Furto (art. 155),2016,6,ARUJA                                   ,RUA BAUXITA                             ,565,-23.39364582,-46.27480329
726817,1041256,Roubo (art. 157),2016,8,GUARULHOS                               ,RUA CLÁUDIO SÉRGIO BERE                 ,100,-23.49739424,-46.54877439
623626,5980,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,10,COTIA                                   ,RUA FRANCISCO P CAMARGO                 ,100,-23.69297493,-47.01849008
575011,10335,A.I.-Roubo (art. 157),2016,11,S.PAULO                                 ,RUA GEORGIA                             ,0,-23.60567111,-46.68398382
361372,4337,Furto (art. 155),2016,12,OSASCO                                  ,RUA TÊDA FIGUEIREDO REGA                ,70,-23.50233356,-46.80126047
552833,6602,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA CANGAIBA                        ,200,-23.51931175,-46.54647141
